Date	Time	windspeed(m/s)	windAngle(deg)	PV_power(W)	PV_voltage(V)	
2/1/0	13:42:24	0.00	225.00	0.00000	0.03226	
2/1/0	13:43:24	0.00	225.00	0.00000	0.02581	
2/1/0	13:44:24	0.00	225.00	0.00000	0.02581	
2/1/0	13:45:24	0.00	225.00	0.00000	0.02581	
2/1/0	13:46:24	0.00	225.00	0.00000	0.03226	
2/1/0	13:47:24	0.00	225.00	0.00000	0.03226	
2/1/0	13:48:25	0.00	225.00	0.00000	0.03226	
2/1/0	13:49:25	0.00	225.00	0.00000	0.02581	
2/1/0	13:50:25	0.00	225.00	0.00000	0.02581	
2/1/0	13:51:25	0.00	225.00	0.00000	0.03226	
2/1/0	13:52:25	0.00	225.00	0.00000	0.02581	
2/1/0	13:53:25	0.00	225.00	0.00000	0.03226	
2/1/0	13:54:25	0.00	225.00	0.00000	0.03226	
2/1/0	13:55:26	0.00	225.00	0.00000	0.03226	
2/1/0	13:56:26	0.00	225.00	0.00000	0.03226	
